3,"Neurok Familiar","mrd"
2,"Vedalken Engineer","dst"
1,"Neurok Transmuter","dst"
4,"Arcbound Worker","dst"
2,"Arcbound Stinger","dst"
1,"Spincrusher","dst"
2,"Arcbound Crusher","dst"
2,"Arcbound Hybrid","dst"
1,"Arcbound Reclaimer","dst"
2,"Cobalt Golem","mrd"
1,"Dross Scorpion","mrd"
1,"Juggernaut","dst"
2,"Rust Elemental","mrd"
1,"Voltaic Construct","dst"
2,"Arcbound Bruiser","dst"
1,"Arcbound Fiend","dst"
1,"Spire Golem","dst"
1,"Arcbound Lancer","dst"
2,"Echoing Truth","dst"
1,"Reshape","dst"
2,"Skullclamp","dst"
1,"Dragon Blood","mrd"
1,"Ur-Golem's Eye","dst"
21,"Island","mrd"
2,"Seat of the Synod","mrd"
