2,"Shambling Goblin","dtk"
2,"Sidisi's Faithful","dtk"
1,"Hand of Silumgar","dtk"
2,"Qarsi Sadist","dtk"
2,"Palace Familiar","dtk"
2,"Dutiful Attendant","dtk"
1,"Minister of Pain","dtk"
1,"Ukud Cobra","dtk"
1,"Vulturous Aven","dtk"
1,"Wandering Tombshell","dtk"
1,"Gurmag Drowner","dtk"
1,"Profaner of the Dead","dtk"
2,"Youthful Scholar","dtk"
2,"Rakshasa Gravecaller","dtk"
2,"Silumgar Butcher","dtk"
1,"Necromaster Dragon","dtk"
2,"Ruthless Deathfang","dtk"
1,"Mind Rot","dtk"
1,"Coat with Venom","dtk"
1,"Ultimate Price","dtk"
1,"Negate","dtk"
1,"Silumgar's Scorn","dtk"
1,"Gravepurge","dtk"
1,"Death Wind","dtk"
1,"Silumgar Monument","dtk"
1,"Reduce in Stature","dtk"
1,"Evolving Wilds","dtk"
13,"Swamp","dtk"
11,"Island","dtk"
