2,"Atarka Beastbreaker","dtk"
2,"Glade Watcher","dtk"
1,"Dragonlord's Servant","dtk"
2,"Colossodon Yearling","dtk"
2,"Hardened Berserker","dtk"
1,"Dragonloft Idol","dtk"
2,"Sabertooth Outrider","dtk"
1,"Summit Prowler","dtk"
2,"Lurking Arynx","dtk"
2,"Stampeding Elk Herd","dtk"
1,"Harbinger of the Hunt","dtk"
1,"Scion of Ugin","dtk"
2,"Savage Ventmaw","dtk"
1,"Epic Confrontation","dtk"
1,"Dragon Fodder","dtk"
1,"Magmatic Chasm","dtk"
1,"Roast","dtk"
1,"Seismic Rupture","dtk"
1,"Tread Upon","dtk"
1,"Draconic Roar","dtk"
2,"Tail Slash","dtk"
1,"Press the Advantage","dtk"
2,"Sarkhan's Rage","dtk"
1,"Atarka Monument","dtk"
1,"Berserkers' Onslaught","dtk"
1,"Evolving Wilds","dtk"
12,"Forest","dtk"
12,"Mountain","dtk"
