1,"Dromoka Dunecaster","dtk"
2,"Servant of the Scale","dtk"
2,"Dromoka Warrior","dtk"
3,"Lightwalker","dtk"
1,"Territorial Roc","dtk"
1,"Scaleguard Sentinels","dtk"
2,"Sandcrafter Mage","dtk"
2,"Salt Road Quartermasters","dtk"
2,"Champion of Arashin","dtk"
2,"Aven Tactician","dtk"
2,"Sandsteppe Scavenger","dtk"
2,"Enduring Scalelord","dtk"
1,"Arashin Sovereign","dtk"
2,"Inspiring Call","dtk"
2,"Scale Blessing","dtk"
1,"Enduring Victory","dtk"
2,"Dromoka's Gift","dtk"
1,"Secure the Wastes","dtk"
1,"Dromoka Monument","dtk"
2,"Pacifism","dtk"
1,"Sheltered Aerie","dtk"
1,"Evolving Wilds","dtk"
13,"Plains","dtk"
11,"Forest","dtk"
