edition,name,count
"rix","Evolving Wilds",2
"xln","Field of Ruin",1
"ana","Island",10
"m19","Submerged Boneyard",4
"ana","Swamp",9
"akh","Labyrinth Guardian",1
"hou","Champion of Wits",1
"rix","Ravenous Chupacabra",1
"m19","Air Elemental",1
"akh","Glyph Keeper",1
"rix","Soul of the Rapids",1
"akh","Angler Drake",1
"rix","Tetzimoc, Primal Death",1
"rix","Nezahal, Primal Tide",1
"xln","Treasure Map",1
"dom","Opt",2
"hou","Unsummon",1
"akh","Censor",1
"m19","Essence Scatter",2
"rix","Moment of Craving",2
"rix","Negate",1
"m19","Cancel",2
"rix","Hornswoggle",1
"rix","Reaver Ambush",1
"hou","Supreme Will",1
"xln","Vanquish the Weak",1
"akh","Hieroglyphic Illumination",2
"akh","Final Reward",1
"xln","Walk the Plank",1
"hou","Doomfall",1
"rix","Golden Demise",1
"rix","Secrets of the Golden City",1
"rix","Impale",1
"ana","Overflowing Insight",1
