edition,name,count
"ths","Baleful Eidolon",1
"ths","Leafcrown Dryad",1
"jou","Brain Maggot",2
"ths","Nighthowler",1
"bng","Courser of Kruphix",1
"bng","Noble Quarry",1
"jou","Grim Guardian",2
"jou","Oakheart Dryads",2
"jou","Nyx Weaver",3
"bng","Graverobber Spider",1
"ths","Reaper of the Wilds",1
"jou","Eidolon of Blossoms",1
"jou","Doomwake Giant",1
"ths","Loathsome Catoblepas",1
"ths","Nemesis of Mortals",2
"ths","Commune with the Gods",3
"jou","Reviving Melody",1
"ths","Dark Betrayal",2
"m15","Plummet",1
"ths","Defend the Hearth",1
"ths","Whip of Erebos",1
"jou","Font of Fertility",1
"m15","Vineweft",2
"ktk","Debilitating Injury",1
"jou","Nyx Infusion",1
"frf","Jungle Hollow",2
"frf","Forest",12
"frf","Swamp",11
