1,"Acidic Slime","m12"
1,"Bloodgift Demon","isd"
1,"Brutalizer Exarch","nph"
1,"Hex Parasite","nph"
1,"Morkrut Banshee","isd"
1,"Myr Battlesphere","som"
1,"Perilous Myr","som"
1,"Phyrexian Rager","mbs"
3,"Skinrender","som"
1,"Solemn Simulacrum","m12"
1,"Stingerfling Spider","m12"
4,"Strangleroot Geist","dka"
1,"Viridian Corrupter","mbs"
4,"Viridian Emissary","mbs"
1,"Wakedancer","dka"
4,"Young Wolf","dka"
2,"Diabolic Tutor","m12"
3,"Doom Blade","m12"
2,"Birthing Pod","nph"
1,"Mortarpod","mbs"
2,"Evolving Wilds","dka"
14,"Forest","isd"
1,"Grim Backwoods","dka"
8,"Swamp","isd"
