2,"Abattoir Ghoul","isd"
2,"Black Cat","dka"
2,"Diregraf Captain","dka"
2,"Diregraf Ghoul","isd"
2,"Farbog Boneflinger","dka"
1,"Ghoulraiser","isd"
1,"Havengul Runebinder","dka"
1,"Headless Skaab","dka"
1,"Makeshift Mauler","isd"
1,"Rotting Fensnake","isd"
3,"Screeching Skaab","dka"
1,"Skaab Goliath","isd"
1,"Stitched Drake","isd"
2,"Walking Corpse","isd"
2,"Zombie Goliath","m12"
1,"Moan of the Unhallowed","isd"
2,"Reap the Seagraf","dka"
1,"Corpse Lunge","isd"
2,"Forbidden Alchemy","isd"
1,"Negate","m12"
1,"Cellar Door","isd"
2,"Dead Weight","isd"
1,"Endless Ranks of the Dead","isd"
1,"Zombie Infestation","m12"
2,"Evolving Wilds","dka"
10,"Island","isd"
12,"Swamp","isd"
