1,"Flayer of the Hatebound","dka"
2,"Goblin Arsonist","m12"
1,"Lumberknot","isd"
3,"Nearheath Stalker","dka"
2,"Orchard Spirit","isd"
1,"Pitchburn Devils","isd"
2,"Pyreheart Wolf","dka"
1,"Rage Thrower","isd"
2,"Russet Wolves","dka"
2,"Skirsdag Cultist","isd"
2,"Strangleroot Geist","dka"
3,"Young Wolf","dka"
1,"Overrun","m12"
2,"Prey Upon","isd"
2,"Rampant Growth","m12"
2,"Rolling Temblor","isd"
2,"Fling","dka"
1,"Naturalize","isd"
2,"Wild Hunger","dka"
1,"Greatsword","m12"
1,"Gutter Grime","isd"
13,"Forest","isd"
11,"Mountain","isd"
