2,"Cephalid Looter","ody"
2,"Crashing Centaur","ody"
2,"Diligent Farmhand","ody"
1,"Ivy Elemental","ody"
2,"Krosan Avenger","ody"
2,"Metamorphic Wurm","ody"
2,"Nimble Mongoose","ody"
2,"Springing Tiger","ody"
1,"Stone-Tongue Basilisk","ody"
1,"Twigwalker","ody"
2,"Werebear","ody"
2,"Wild Mongrel","ody"
2,"Careful Study","ody"
1,"Deluge","ody"
2,"Muscle Burst","ody"
1,"Overrun","ody"
2,"Peek","ody"
2,"Predict","ody"
2,"Repel","ody"
1,"Roar of the Wurm","ody"
1,"Seton's Desire","ody"
1,"Sylvan Might","ody"
1,"Timberland Ruins","ody"
1,"Seafloor Debris","ody"
13,"Forest","ody"
9,"Island","ody"
