2,"Barbarian Lunatic","ody"
1,"Braids, Cabal Minion","ody"
2,"Childhood Horror","ody"
1,"Crypt Creeper","ody"
1,"Dwarven Strike Force","ody"
1,"Face of Fear","ody"
2,"Famished Ghoul","ody"
1,"Frightcrawler","ody"
2,"Chainflinger","ody"
1,"Halberdier","ody"
3,"Pardic Firecat","ody"
1,"Repentant Vampire","ody"
2,"Engulfing Flames","ody"
2,"Firebolt","ody"
3,"Flame Burst","ody"
2,"Ghastly Demise","ody"
1,"Innocent Blood","ody"
1,"Liquid Fire","ody"
2,"Morbid Hunger","ody"
1,"Morgue Theft","ody"
1,"Reckless Charge","ody"
2,"Shadowblood Egg","ody"
1,"Thermal Blast","ody"
1,"Bog Wreckage","ody"
2,"Cabal Pit","ody"
1,"Ravaged Highlands","ody"
11,"Swamp","ody"
9,"Mountain","ody"
