1,"Trostani, Selesnya's Voice","gk1"
1,"Loxodon Hierarch","gk1"
1,"Armada Wurm","gk1"
1,"Tolsimir Wolfblood","gk1"
1,"Dryad Militant","gk1"
2,"Selesnya Evangel","gk1"
2,"Watchwolf","gk1"
2,"Selesnya Guildmage","gk1"
1,"Centaur Healer","gk1"
1,"Siege Wurm","grn"
1,"Venerated Loxodon","grn"
1,"Vernadi Shieldmate","grn"
1,"Conclave Cavalier","grn"
1,"Hour of Reckoning","gk1"
1,"Call of the Conclave","gk1"
1,"Camaraderie","grn"
1,"Advent of the Wurm","gk1"
1,"Gather Courage","gk1"
1,"Selesnya Charm","gk1"
1,"Sundering Growth","gk1"
2,"Devouring Light","gk1"
2,"Scatter the Seeds","gk1"
1,"Bounty of Might","grn"
2,"Selesnya Signet","gk1"
1,"Glare of Subdual","gk1"
1,"Growing Ranks","gk1"
1,"Privileged Position","gk1"
1,"Pollenbright Wings","gk1"
1,"Conclave Tribunal","grn"
1,"Grove of the Guardian","gk1"
4,"Selesnya Guildgate","grn"
4,"Selesnya Sanctuary","gk1"
8,"Plains","gk1"
8,"Forest","gk1"
