1,"Izoni, Thousand-Eyed","gk1"
1,"Jarad, Golgari Lich Lord","gk1"
1,"Deathrite Shaman","gk1"
1,"Lotleth Troll","gk1"
1,"Deadbridge Goliath","gk1"
1,"Savra, Queen of the Golgari","gk1"
1,"Grave-Shell Scarab","gk1"
1,"Sisters of Stone Death","gk1"
2,"Elves of Deep Shadow","gk1"
2,"Korozda Guildmage","gk1"
1,"Stinkweed Imp","gk1"
1,"Shambling Shell","gk1"
1,"Slum Reaper","gk1"
1,"Charnel Troll","grn"
1,"Hatchery Spider","grn"
1,"Glowspore Shaman","grn"
1,"Plaguecrafter","grn"
1,"Rhizome Lurcher","grn"
1,"Golgari Findbroker","grn"
1,"Gaze of Granite","gk1"
1,"Drown in Filth","gk1"
1,"Treasured Find","gk1"
1,"Vigor Mortis","gk1"
1,"Abrupt Decay","gk1"
2,"Darkblast","gk1"
1,"Golgari Charm","gk1"
1,"Grisly Salvage","gk1"
1,"Putrefy","gk1"
1,"Necrotic Wound","grn"
1,"Status // Statue","grn"
2,"Golgari Signet","gk1"
1,"Deadbridge Chant","gk1"
4,"Golgari Guildgate","grn"
4,"Golgari Rot Farm","gk1"
8,"Swamp","gk1"
8,"Forest","gk1"
