1,"Aurelia, the Warleader","gk1"
1,"Boros Reckoner","gk1"
1,"Legion Loyalist","gk1"
1,"Firemane Avenger","gk1"
1,"Spark Trooper","gk1"
1,"Agrus Kos, Wojek Veteran","gk1"
1,"Firemane Angel","gk1"
1,"Razia, Boros Archangel","gk1"
1,"Frenzied Goblin","gk1"
1,"Boros Elite","gk1"
1,"Bomber Corps","gk1"
1,"Daring Skyjek","gk1"
2,"Boros Swiftblade","gk1"
2,"Sunhome Guildmage","gk1"
2,"Skyknight Legionnaire","grn"
1,"Swiftblade Vindicator","grn"
1,"Legion Warboss","grn"
1,"Light of the Legion","grn"
1,"Sunhome Stalwart","grn"
1,"Wojek Bodyguard","grn"
1,"Blade Instructor","grn"
1,"Hammer Dropper","grn"
1,"Brightflame","gk1"
1,"Gird for Battle","grn"
1,"Sworn Companions","grn"
1,"Master Warcraft","gk1"
1,"Boros Charm","gk1"
1,"Lightning Helix","gk1"
1,"Martial Glory","gk1"
2,"Boros Signet","gk1"
1,"Boros Keyrune","gk1"
4,"Boros Garrison","gk1"
4,"Boros Guildgate","grn"
1,"Sunhome, Fortress of the Legion","gk1"
8,"Mountain","gk1"
8,"Plains","gk1"
