2,"Coral Trickster","tsp"
2,"Dream Stalker","tsp"
3,"Fathom Seer","tsp"
2,"Riptide Pilferer","plc"
1,"Willbender","tsb"
1,"Merfolk Thaumaturgist","plc"
1,"Ovinomancer","tsb"
2,"Tidewalker","plc"
1,"Serendib Sorcerer","plc"
2,"Shaper PArasite","plc"
1,"Crookclaw Transmuter","tsp"
2,"Fledgling Mawcor","tsp"
2,"Primal Plasma","plc"
2,"Aquamorph Entity","plc"
1,"Aeon Chronicler","plc"
1,"Jodah's Avenger","plc"
1,"Brine Elemental","tsp"
1,"Slipstream Serpent","tsp"
1,"Piracy Charm","plc"
1,"Pongify","plc"
2,"Unstable Mutation","tsb"
2,"Ovinize","plc"
2,"Erratic Mutation","plc"
23,"Island","tsp"
1,"Desert","tsb"
