2,"Sage of Epityr","tsp"
2,"Vedalken Aethermage","fut"
1,"Dandan","tsb"
3,"Blind Phantasm","fut"
2,"Aven Augur","fut"
3,"Cryptic Annelid","fut"
1,"Magus of the Future","fut"
2,"Emberwilde Augur","fut"
2,"Stingscourger","plc"
1,"Uthden Troll","tsb"
2,"Barbed Shocker","tsp"
1,"Boldwyr Intimidator","fut"
2,"Mystic Speculation","fut"
2,"Venser's Diffusion","fut"
1,"Foresee","fut"
1,"Frozen Aether","plc"
1,"Shapeshifter's Marrow","fut"
2,"Spin Into Myth","fut"
1,"Fatal Attraction","fut"
2,"Riddle of Lightning","fut"
1,"Shivan Meteor","plc"
14,"Island","tsp"
11,"Mountain","tsp"
