2,"Archers' Parapet","ktk"
1,"Highland Game","ktk"
1,"Satyr Wayfinder","m15"
1,"Wall of Mulch","m15"
1,"Carrion Crow","m15"
2,"Kheru Bloodsucker","ktk"
1,"Merciless Executioner","frf"
1,"Abzan Beastmaster","frf"
1,"Gravedigger","m15"
1,"Sultai Flayer","ktk"
1,"Undergrowth Scavenger","m15"
1,"Kheru Dreadmaw","ktk"
1,"Rotting Mastodon","ktk"
2,"Sibsig Host","frf"
1,"Archfiend of Depravity","frf"
1,"Sultai Scavenger","ktk"
2,"Gurmag Angler","frf"
1,"Hornet Queen","m15"
1,"Shambling Attendants","ktk"
1,"Kin-Tree Invocation","ktk"
1,"Dark Deal","frf"
1,"Rakshasa's Secret","ktk"
2,"Scout the Borders","ktk"
1,"Hunt the Weak","frf"
2,"Grim Contest","frf"
2,"Sudden Reclamation","frf"
1,"Become Immense","ktk"
3,"Jungle Hollow","frf"
13,"Swamp","frf"
10,"Forest","frf"
