2,"Aven Skirmisher","frf"
2,"Mardu Hateblade","ktk"
1,"Cruel Sadist","m15"
3,"Oreskos Swiftclaw","m15"
1,"Battle Brawler","frf"
1,"Chief of the Edge","ktk"
1,"Chief of the Scale","ktk"
2,"Sandsteppe Outcast","frf"
1,"Hooded Assassin","frf"
1,"Merciless Executioner","frf"
2,"Abzan Skycaptain","frf"
1,"Dragonscale General","frf"
1,"Razorfoot Griffin","m15"
1,"Gravedigger","m15"
1,"Unyielding Krumar","ktk"
1,"Elite Scaleguard","frf"
1,"Diplomacy of the Wastes","frf"
1,"Rush of Battle","ktk"
2,"Honor's Reward","frf"
1,"Sandblast","frf"
2,"Harsh Sustenance","frf"
1,"Take Up Arms","ktk"
1,"Throttle","ktk"
2,"Debilitating Injury","ktk"
2,"Raiders' Spoils","ktk"
3,"Scoured Barrens","frf"
13,"Plains","frf"
9,"Swamp","frf"
