2,"Elvish Mystic","m14"
1,"Favored Hoplite","ths"
2,"Deadly Recluse","m14"
1,"Setessan Battle Priest","ths"
1,"Phalanx Leader","ths"
2,"Wingsteed Rider","ths"
2,"Chronicler of Heroes","ths"
2,"Staunch-Hearted Warrior","ths"
2,"Rumbling Baloth","m14"
1,"Pheres-Band Centaurs","ths"
1,"Setessan Griffin","ths"
1,"Anthousa, Setessan Hero","ths"
2,"Centaur Battlemaster","ths"
2,"Time to Feed","ths"
1,"Vanquish the Foul","ths"
2,"Giant Growth","m14"
2,"Warriors' Lesson","ths"
2,"Battlewise Valor","ths"
2,"Dauntless Onslaught","ths"
1,"Artisan's Sorrow","ths"
1,"Bow of Nylea","ths"
2,"Pacifism","m14"
13,"Forest","ths"
12,"Plains","ths"
