2,"Child of Night","m14"
2,"Returned Phalanx","ths"
2,"Blood-Toll Harpy","ths"
2,"Mogis's Marauder","ths"
2,"Undead Minotaur","m14"
2,"Disciple of Phenax","ths"
2,"Insatiable Harpy","ths"
2,"Gray Merchant of Asphodel","ths"
2,"Horizon Scholar","ths"
1,"Minotaur Abomination","m14"
1,"Abhorrent Overlord","ths"
2,"Glimpse the Future","m14"
1,"March of the Returned","ths"
1,"Sea God's Revenge","ths"
2,"Sip of Hemlock","ths"
1,"Boon of Erebos","ths"
1,"Voyage's End","ths"
1,"Pharika's Cure","ths"
1,"Griptide","ths"
1,"Lash of the Whip","ths"
1,"Rescue from the Underworld","ths"
1,"Witches' Eye","ths"
1,"Whip of Erebos","ths"
1,"Ordeal of Thassa","ths"
16,"Swamp","ths"
9,"Island","ths"
