edition,name,count
"dom","Memorial to Unity",1
"dom","Woodland Cemetery",1
"m19","Foul Orchard",4
"dom","Memorial to Folly",1
"ana","Forest",10
"ana","Swamp",8
"xln","Deadeye Tracker",1
"m19","Dryad Greenseeker",2
"xln","Merfolk Branchwalker",2
"xln","Seekers' Squire",4
"dom","Untamed Kavu",1
"xln","Wildgrowth Walker",4
"rix","Jadelight Ranger",1
"rix","Jungle Creeper",1
"m19","Reclamation Sage",1
"xln","Tishana's Wayfinder",2
"rix","Tomb Robber",1
"xln","Emperor's Vanguard",1
"xln","Lurking Chupacabra",3
"rix","Ravenous Chupacabra",1
"m19","Pelakka Wurm",1
"xln","Shadowed Caravel",1
"rix","Path of Discovery",2
"dom","Cast Down",1
"m19","Murder",2
"rix","Golden Demise",2
"dom","Eviscerate",1
