1,"Ajani, Wise Counselor","m19"
1,"Mentor of the Meek","m19"
1,"Serra's Guardian","m19"
2,"Ajani's Pridemate","m19"
2,"Cavalry Drillmaster","m19"
2,"Dwarven Priest","m19"
2,"Herald of Faith","m19"
2,"Militia Bugler","m19"
2,"Oreskos Swiftclaw","m19"
1,"Pegasus Courser","m19"
3,"Rustwing Falcon","m19"
1,"Meteor Golem","m19"
3,"Court Cleric","m19"
4,"Silverbeak Griffin","m19"
2,"Ajani's Influence","m19"
1,"Inspired Charge","m19"
1,"Mighty Leap","m19"
1,"Revitalize","m19"
1,"Knight's Pledge","m19"
2,"Luminous Bonds","m19"
25,"Plains","m19"
