1,"Auriok Glaivemaster","dst"
2,"Leonin Elder","mrd"
3,"Leonin Squire","5dn"
2,"Skyhunter Prowler","5dn"
1,"Skyhunter Skirmisher","5dn"
2,"Auriok Salvagers","5dn"
1,"Auriok Windwalker","5dn"
3,"Trinket Mage","5dn"
2,"Qumulox","5dn"
1,"Ornithopter","mrd"
1,"Myr Moonvessel","dst"
1,"Ferropede","5dn"
2,"Synod Centurion","5dn"
1,"Steelshaper's Gift","5dn"
1,"Vanquish","5dn"
1,"Fold into Aether","5dn"
1,"Aether Spellbomb","mrd"
1,"Bonesplitter","mrd"
3,"Chromatic Sphere","mrd"
1,"Conjurer's Bauble","5dn"
1,"Leonin Bola","dst"
1,"Skullclamp","dst"
1,"Sunbeam Spellbomb","mrd"
1,"Viridian Longbow","mrd"
1,"Healer's Headdress","5dn"
1,"Salvaging Station","5dn"
12,"Plains","mrd"
7,"Island","mrd"
2,"Ancient Den","mrd"
2,"Seat of the Synod","mrd"
