edition,name,count
"5dn","Plasma Elemental",2
"5dn","Ebon Drake",1
"dst","Emissary of Despair",2
"5dn","Dross Crocodile",3
"mrd","Steel Wall",1
"mrd","Leaden Myr",3
"mrd","Silver Myr",1
"mrd","Wizard Replica",1
"mrd","Yotian Soldier",3
"5dn","Myr Quadropod",2
"mrd","Pewter Golem",1
"5dn","Arachnoid",2
"mrd","Annul",1
"5dn","Acquire",1
"5dn","Shattered Dreams",1
"5dn","Plunge into Darkness",1
"5dn","Devour in Shadow",2
"dst","Murderous Spoils",1
"mrd","Consume Spirit",2
"mrd","Slagwurm Armor",1
"mrd","Vulshok Gauntlets",1
"5dn","Ensouled Scimitar",1
"mrd","Loxodon Warhammer",1
"dst","Whispersilk Cloak",1
"mrd","Island",8
"mrd","Swamp",16
