edition,name,count
"m15","Elvish Mystic",4
"m15","Generator Servant",2
"ths","Voyaging Satyr",2
"ths","Nessian Courser",1
"m15","Reclamation Sage",2
"bng","Courser of Kruphix",1
"ths","Ill-Tempered Cyclops",2
"ths","Karametra's Acolyte",3
"ths","Nylea's Disciple",3
"jou","Nessian Game Warden",3
"ths","Arbor Colossus",1
"ths","Nemesis of Mortals",2
"m15","Genesis Hydra",1
"jou","Hydra Broodmaster",1
"m15","Lightning Strike",2
"m15","Plummet",2
"ths","Boulderfall",1
"bng","Fated Intervention",1
"jou","Font of Fertility",1
"m15","Mountain",8
"m15","Forest",16
"ths","Nykthos, Shrine to Nyx",1
