1,"Teardrop Kami","bok"
2,"Kaijin of the Vanishing Touch","bok"
2,"Minamo Sightbender","bok"
2,"Soratami Cloudskater","chk"
2,"Student of Elements","chk"
3,"Mistblade Shinobi","bok"
3,"River Kaijin","chk"
1,"Walker of Secret Ways","bok"
3,"Ninja of the Deep Hours","bok"
1,"Soratami Mirror-Guard","chk"
1,"Higure, the Still Wind","bok"
1,"Tomorrow, Azami’s Familiar","bok"
2,"Genju of the Falls","bok"
2,"Phantom Wings","bok"
1,"Field of Reality","chk"
1,"Lifted by Clouds","chk"
1,"Hinder","chk"
1,"Minamo’s Meddling","bok"
3,"Mystic Restraints","chk"
1,"Shuriken","bok"
2,"Ronin Warclub","bok"
24,"Island","chk"
