1,"Serra Angel","dom"
2,"Niambi, Faithful Healer","dom"
1,"Daring Archaeologist","dom"
1,"Zahid, Djinn of the Lamp","dom"
2,"Sparring Construct","dom"
3,"Knight of New Benalia","dom"
2,"Relic Runner","dom"
1,"Tetsuko Umezawa, Fugitive","dom"
3,"Aesthir Glider","dom"
2,"Jhoira's Familiar","dom"
2,"Juggernaut","dom"
3,"Teferi's Sentinel","dom"
1,"Divination","dom"
4,"Temporal Machinations","dom"
3,"Gideon's Reproach","dom"
2,"Befuddle","dom"
11,"Plains","dom"
11,"Island","dom"
4,"Meandering River","dom"
1,"Teferi, Timebender","dom"
