2,"Auriok Transfixer","mrd"
2,"Auriok Bladewarden","mrd"
1,"Auriok Steelshaper","mrd"
4,"Leonin Den-Guard","mrd"
2,"Leonin Skyhunter","mrd"
3,"Skyhunter Cub","mrd"
2,"Slith Ascendant","mrd"
1,"Loxodon Punisher","mrd"
1,"Taj-Nar Swordsmith","mrd"
1,"Skyhunter Patrol","mrd"
2,"Gold Myr","mrd"
2,"Myr Adapter","mrd"
2,"Soldier Replica","mrd"
1,"Roar of the Kha","mrd"
2,"Arrest","mrd"
2,"Altar's Light","mrd"
2,"Bonesplitter","mrd"
2,"Leonin Scimitar","mrd"
1,"Viridian Longbow","mrd"
1,"Banshee's Blade","mrd"
1,"Fireshrieker","mrd"
1,"Loxodon Warhammer","mrd"
22,"Plains","mrd"
