edition,name,count
"9ed","Foul Imp",4
"m12","Onyx Mage",4
"10e","Festering Goblin",2
"eve","Soot Imp",2
"avr","Soulcage Fiend",4
"isd","Bloodgift Demon",2
"avr","Renegade Demon",3
"roe","Mortician Beetle",1
"gtc","Lord of the Void",1
"m14","Doom Blade",2
"10e","Lord of the Pit",1
"tmp","Diabolic Edict",3
"avr","Triumph of Cruelty",2
"dka","Harrowing Journey",2
"m10","Tendrils of Corruption",2
"m14","Swamp",25
"cmd","Reiver Demon",1
"mrd","Promise of Power",1
"cmd","Grave Pact",1
"dst","Screams from Within",1
"10e","Lord of the Pit",1
"zen","Hideous End",1
"roe","Mortician Beetle",1
"usg","Exhume",1
"zen","Halo Hunter",1
"roe","Pestilence Demon",1
"avr","Triumph of Cruelty",1
"avr","Harvester of Souls",1
"ody","Innocent Blood",1
"isd","Reaper from the Abyss",1
"zen","Hideous End",1
"zen","Halo Hunter",1
"isd","Heartless Summoning",1
"roe","Hellcarver Demon",1
"m11","Demon of Death's Gate",1
"m14","Shadowborn Demon",1
"ulg","No Mercy",1
"dst","Screams from Within",1
"isd","Heartless Summoning",1
"usg","Diabolic Servitude",1
"tmp","Diabolic Edict",1
"cmd","Grave Pact",1
"dis","Infernal Tutor",1
"avr","Triumph of Cruelty",1
"dst","Screams from Within",1
"plc","Damnation",1
"plc","Damnation",1
"m13","Mutilate",1
"cmd","Reiver Demon",1
"mrd","Promise of Power",1
"m12","Rune-Scarred Demon",1
"roe","Pestilence Demon",1
"isd","Bloodgift Demon",1
"m14","Corrupt",1
"zen","Halo Hunter",1
"isd","Heartless Summoning",1
