edition,name,count
"wwk","Admonition Angel",1
"m13","Ajani's Sunstriker",3
"m14","Auramancer",2
"fut","Blade of the Sixth Pride",3
"scg","Dawn Elemental",1
"m13","Healer of the Pride",1
"pc2","Kor Spiritdancer",1
"10e","Nomad Mythmaker",1
"9ed","Seasoned Marshal",1
"10e","Skyhunter Skirmisher",2
"roe","Totem-Guide Hartebeest",1
"m14","Ajani's Chosen",1
"m14","Dawnstrike Paladin",2
"m14","Staff of the Sun Magus",2
"m11","Armored Ascension",1
"zen","Celestial Mantle",1
"m14","Divine Favor",1
"6ed","Divine Transformation",1
"tsp","Griffin Guide",1
"m14","Indestructibility",1
"m12","Lifelink",1
"m14","Pacifism",2
"plc","Serra's Boon",2
"pc2","Spirit Mantle",2
"m14","Plains",25
"pc2","Sigil of the Empty Throne",1
"m14","Divine Favor",1
"9ed","Seasoned Marshal",1
"pc2","Auratouched Mage",1
"m12","Mesa Enchantress",1
"m14","Pacifism",1
"m11","Armored Ascension",1
"pc2","Kor Spiritdancer",1
"pc2","Three Dreams",1
"m12","Angelic Destiny",1
"m14","Seraph of the Sword",1
"m14","Divine Favor",1
"gpt","Guardian's Magemark",1
"m12","Mesa Enchantress",1
"roe","Totem-Guide Hartebeest",1
"fut","Daybreak Coronet",1
"mor","Idyllic Tutor",1
"m14","Pacifism",1
"10e","Aura of Silence",1
"bok","Final Judgment",1
"tsp","Evangelize",1
"10e","Pariah",1
"mor","Idyllic Tutor",1
"jud","Unquestioned Authority",1
"m11","Armored Ascension",1
"plc","Retether",1
"gpt","Guardian's Magemark",1
"pc2","Kor Spiritdancer",1
"avr","Divine Deflection",1
"rav","Concerted Effort",1
