1,"Huatli, Dinosaur Knight","xln/en"
2,"Sun-Blessed Mount","xln/en"
1,"Goring Ceratops","xln/en"
1,"Burning Sun's Avatar","xln/en"
2,"Kinjalli's Caller","xln/en"
4,"Huatli's Snubhorn","xln/en"
2,"Raptor Companion","xln/en"
2,"Tilonalli's Knight","xln/en"
2,"Frenzied Raptor","xln/en"
2,"Territorial Hammerskull","xln/en"
2,"Bonded Horncrest","xln/en"
2,"Pterodon Knight","xln/en"
2,"Shining Aerosaur","xln/en"
3,"Huatli's Spurring","xln/en"
2,"Slash of Talons","xln/en"
2,"Lightning Strike","xln/en"
2,"Rallying Roar","xln/en"
4,"Stone Quarry","xln/en"
11,"Mountain","xln/en"
11,"Plains","xln/en"
