1,"Tezzeret, Master of Metal","aer"
1,"Ornithopter","aer"
2,"Augmenting Automaton","aer"
1,"Merchant's Dockhand","aer"
2,"Dhund Operative","kld"
3,"Tezzeret's Simulacrum","aer"
1,"Dukhara Peafowl","kld"
1,"Treasure Keeper","aer"
1,"Quicksmith Spy","aer"
1,"Foundry Assembler","aer"
2,"Bastion Inventor","aer"
2,"Wind-Kin Raiders","aer"
1,"Ironclad Revolutionary","aer"
1,"Barricade Breaker","aer"
1,"Fen Hauler","aer"
1,"Reverse Engineer","aer"
2,"Tezzeret's Betrayal","aer"
1,"Essence Extraction","kld"
2,"Universal Solvent","aer"
4,"Pendulum of Patterns","aer"
2,"Implement of Examination","aer"
2,"Tezzeret's Touch","aer"
4,"Submerged Boneyard","aer"
11,"Island","kld"
10,"Swamp","kld"
