1,"Jace, Ingenious Mind-Mage","xln"
1,"Herald of Secret Streams","xln"
1,"Fleet Swallower","xln"
2,"Kumena's Speaker","xln"
2,"Jungle Delver","xln"
2,"Deeproot Warrior","xln"
3,"Jace's Sentinel","xln"
2,"Shaper Apprentice","xln"
2,"Vineshaper Mystic","xln"
2,"Shapers of Nature","xln"
2,"Jade Guardian","xln"
2,"Headwater Sentries","xln"
1,"Tempest Caller","xln"
2,"Air Elemental","xln"
2,"Grasping Current","xln"
3,"River Heralds' Boon","xln"
4,"Castaway's Despair","xln"
4,"Woodland Stream","xln"
11,"Forest","xln"
11,"Island","xln"
