1,"Liliana, Death Wielder","akh"
1,"Festering Mummy","akh"
2,"Dune Beetle","akh"
4,"Tattered Mummy","akh"
1,"Channeler Initiate","akh"
2,"Baleful Ammit","akh"
3,"Desiccated Naga","akh"
2,"Gravedigger","akh"
1,"Crocodile of the Crossing","akh"
2,"Giant Spider","akh"
2,"Decimator Beetle","akh"
2,"Liliana's Influence","akh"
2,"Splendid Agony","akh"
1,"Edifice of Authority","akh"
1,"Luxa River Shrine","akh"
1,"Oracle's Vault","akh"
2,"Trial of Ambition","akh"
2,"Cartouche of Ambition","akh"
2,"Cartouche of Strength","akh"
1,"Gift of Paradise","akh"
4,"Foul Orchard","akh"
1,"Grasping Dunes","akh"
11,"Swamp","akh"
9,"Forest","akh"
