1,"Gideon, Martial Paragon","akh/en"
1,"Glory-Bound Initiate","akh/en"
3,"Gust Walker","akh/en"
1,"Nef-Crop Entangler","akh/en"
1,"Pathmaker Initiate","akh/en"
2,"Honored Crop-Captain","akh/en"
3,"Companion of the Trials","akh/en"
1,"Devoted Crop-Mate","akh/en"
4,"Graceful Cat","akh/en"
3,"Ahn-Crop Crasher","akh/en"
2,"Sparring Mummy","akh/en"
1,"Tah-Crop Elite","akh/en"
2,"Hyena Pack","akh/en"
1,"Impeccable Timing","akh/en"
2,"Electrify","akh/en"
2,"Cartouche of Zeal","akh/en"
1,"Hazoret's Favor","akh/en"
3,"Trial of Zeal","akh/en"
2,"Gideon's Resolve","akh/en"
4,"Stone Quarry","akh/en"
10,"Plains","akh/en"
10,"Mountain","akh/en"
