1,"Nissa, Nature's Artisan","kld/en"
2,"Thriving Turtle","kld/en"
2,"Longtusk Cub","kld/en"
1,"Sage of Shaila's Claim","kld/en"
2,"Servant of the Conduit","kld/en"
4,"Terrain Elemental","kld/en"
2,"Thriving Rhino","kld/en"
2,"Janjeet Sentry","kld/en"
2,"Empyreal Voyager","kld/en"
3,"Guardian of the Great Conduit","kld/en"
1,"Bristling Hydra","kld/en"
2,"Long-Finned Skywhale","kld/en"
2,"Arborback Stomper","kld/en"
1,"Riparian Tiger","kld/en"
1,"Aethersquall Ancient","kld/en"
3,"Attune with Aether","kld/en"
2,"Verdant Crescendo","kld/en"
2,"Appetite for the Unnatural","kld/en"
2,"Malfunction","kld/en"
4,"Woodland Stream","kld/en"
11,"Forest","kld/en"
8,"Island","kld/en"
