1,"Shadow Alley Denizen","gtc"
1,"Tormented Soul","m13"
2,"Silvercoat Lion","m13"
3,"Basilica Screecher","gtc"
1,"High Priest of Penance","gtc"
1,"Vizkopa Guildmage","gtc"
2,"Basilica Guards","gtc"
2,"Kingpin's Pet","gtc"
1,"Knight of Obligation","gtc"
2,"Syndicate Enforcer","gtc"
1,"Guardian Lions","m13"
1,"Zombie Goliath","m13"
1,"Smog Elemental","gtc"
1,"Treasury Thrull","gtc"
1,"Purge the Profane","gtc"
2,"Angelic Edict","gtc"
1,"Rain of Blades","m13"
1,"Executioner's Swing","gtc"
1,"Murder","m13"
2,"Orzhov Keyrune","gtc"
1,"Jayemdae Tome","m13"
2,"Dying Wish","gtc"
1,"Gift of Orzhova","gtc"
1,"Blood Reckoning","m13"
1,"One Thousand Lashes","gtc"
1,"Orzhov Guildgate","gtc"
12,"Plains","rtr"
13,"Swamp","rtr"
