4,"Arbor Elf","m13"
2,"Fog Bank","m13"
3,"Strangleroot Geist","dka"
3,"Borderland Ranger","avr"
1,"Yeva, Nature's Herald","m13"
1,"Dungeon Geists","dka"
2,"Mist Raven","avr"
1,"Thragtusk","m13"
2,"Acidic Slime","m13"
1,"Wolfir Silverheart","avr"
1,"Deadeye Navigator","avr"
1,"Sphinx of Uthuun","m13"
1,"Gruul Ragebeast","gtc"
4,"Farseek","m13"
2,"Ground Assault","gtc"
1,"Bramblecrush","isd"
3,"Urban Evolution","gtc"
4,"Verdant Haven","gtc"
2,"Evolving Wilds","m13"
4,"Simic Guildgate","gtc"
6,"Island","rtr"
1,"Mountain","rtr"
10,"Forest","rtr"
