4,"Boros Elite","gtc"
1,"Champion of the Parish","isd"
4,"Doomed Traveler","isd"
2,"Firefist Striker","gtc"
2,"Lightning Mauler","avr"
1,"Thalia, Guardian of Thraben","dka"
1,"Ash Zealot","rtr"
2,"Sunhome Guildmage","gtc"
2,"Truefire Paladin","gtc"
1,"Silverblade Paladin","avr"
3,"Skyknight Legionnaire","gtc"
1,"Spark Trooper","gtc"
4,"Pillar of Flame","avr"
4,"Gather the Townsfolk","dka"
3,"Searing Spear","m13"
2,"Boros Charm","gtc"
3,"Boros Guildgate","gtc"
1,"Clifftop Retreat","isd"
1,"Slayers' Stronghold","avr"
10,"Plains","rtr"
8,"Mountain","rtr"
