edition,name,count
"ulg","Archivist",1
"ulg","Anthroplasm",1
"ulg","Faerie Conclave",1
"ulg","Treetop Village",1
"ulg","Walking Sponge",1
"usg","Peregrine Drake",2
"ulg","Bloated Toad",1
"ulg","Darkwatch Elves",1
"ulg","Thran War Machine",1
"usg","Exhaustion",2
"usg","Zephid's Embrace",1
"usg","Confiscate",1
"ulg","Opportunity",1
"usg","Remote Isle",2
"usg","Slippery Karst",2
"ulg","Cloud of Faeries",3
"ulg","Weatherseed Faeries",1
"ulg","Thornwind Faeries",2
"usg","Acridian",2
"ulg","Simian Grunts",3
"ulg","Intervene",2
"ulg","Miscalculation",2
"ulg","Snap",2
"ulg","Frantic Search",2
"usg","Rewind",1
"usg","Hush",2
"usg","Island",11
"usg","Forest",8
