2,"Memnite","som"
2,"Signal Pest","mbs"
2,"Ardent Recruit","mbs"
1,"Gold Myr","som"
2,"Iron Myr","som"
2,"Accorder Paladin","mbs"
1,"Myrsmith","som"
1,"Silvercoat Lion","m11"
1,"Leonin Relic-Warder","mbs"
1,"Leonin Skyhunter","mbs"
2,"Peace Strider","mbs"
1,"Siege Mastodon","m11"
3,"Kuldotha Ringleader","mbs"
1,"Razorfield Rhino","mbs"
1,"Victory's Herald","mbs"
1,"Concussive Bolt","mbs"
2,"Galvanic Blast","som"
1,"White Sun's Zenith","mbs"
3,"Master's Call","mbs"
2,"Origin Spellbomb","som"
1,"Viridian Claw","mbs"
1,"Whispersilk Cloak","m11"
2,"Arrest","som"
8,"Mountain","mbs"
16,"Plains","mbs"
