1,"Tukatongue Thallid","con"
1,"Elvish Visionary","ala"
1,"Rockslide Elemental","ala"
1,"Thunder-Thrash Elder","ala"
1,"Gluttonous Slime","con"
1,"Godtracker of Jund","arb"
1,"Algae Gharial","ala"
1,"Bloodbraid Elf","arb"
1,"Rhox Brute","arb"
1,"Spellbreaker Behemoth","arb"
1,"Blitz Hellion","arb"
1,"Gorger Wurm","arb"
2,"Valley Rannet","arb"
2,"Dragon Fodder","ala"
1,"Sangrite Surge","ala"
1,"Vengeful Rebirth","arb"
2,"Shock","10e"
2,"Incinerate","10e"
1,"Colossal Might","arb"
8,"Mountain","ala"
8,"Forest","ala"
2,"Terramorphic Expanse","10e"
