3,"Beacon Hawk","dis"
2,"Mistral Charger","dis"
2,"Benevolent Ancestor","rav"
3,"Soulsworn Jury","dis"
2,"Stoic Ephemera","dis"
1,"Wakestone Gargoyle","dis"
1,"Paladin of Prahv","dis"
3,"Tidewater Minion","rav"
1,"Zephyr Spirit","rav"
2,"Azorius First-Wing","dis"
2,"Sky Hussar","dis"
1,"Isperia the Inscrutable","dis"
2,"Minister of Impediments","dis"
1,"Azorius Guildmage","dis"
1,"To Arms!","gpt"
1,"Steeling Stance","dis"
1,"Faith's Fetters","rav"
1,"Sinstriker's Will","gpt"
1,"Halcyon Glaze","rav"
2,"Ocular Halo","dis"
2,"Plumes of Peace","dis"
1,"Palliation Accord","dis"
12,"Plains","rav"
9,"Island","rav"
2,"Azorius Chancery","dis"
1,"Prahv, Spires of Order","dis"
