3,"Simic Initiate","dis"
1,"Starved Rusalka","gpt"
2,"Simic Ragworm","dis"
1,"Indrik Stomphowler","dis"
2,"Simic Basilisk","dis"
1,"Protean Hulk	","dis"
1,"Drowned Rusalka","gpt"
2,"Plaxmanta","dis"
2,"Surveilling Sprite","rav"
2,"Silkwing Scout","dis"
2,"Vigean Graftmage","dis"
2,"Helium Squirter","dis"
2,"Coiling Oracle","dis"
3,"Vigean Hydropon","dis"
1,"Experiment Kraj	","dis"
1,"Simic Guildmage","dis"
2,"Flash Foliage","dis"
2,"Thrive","dis"
2,"Stasis Cell","rav"
2,"Shielding Plax","dis"
10,"Forest","rav"
11,"Island","rav"
2,"Simic Growth Chamber","dis"
1,"Novijen, Heart of Progress","dis"
