edition,name,count
"tsp","Sage of Epityr",2
"fut","Vedalken Aethermage",2
"tsb","Dandân",1
"fut","Blind Phantasm",3
"fut","Aven Augur",2
"fut","Cryptic Annelid",3
"fut","Magus of the Future",1
"fut","Emberwilde Augur",2
"plc","Stingscourger",2
"tsb","Uthden Troll",1
"tsp","Barbed Shocker",2
"fut","Boldwyr Intimidator",1
"fut","Mystic Speculation",2
"fut","Foresee",1
"plc","Shivan Meteor",1
"fut","Venser's Diffusion",2
"fut","Spin into Myth",2
"fut","Riddle of Lightning",2
"plc","Frozen Aether",1
"fut","Shapeshifter's Marrow",1
"fut","Fatal Attraction",1
"tsp","Island",14
"tsp","Mountain",11
