1,"Scythe Leopard","bfz"
2,"Lavastep Raider","bfz"
2,"Oran-Rief Invoker","bfz"
1,"Rot Shambler","bfz"
2,"Snapping Gnarlid","bfz"
1,"Makindi Sliderunner","bfz"
2,"Tunneling Geopede","bfz"
2,"Valakut Invoker","bfz"
1,"Valakut Predator","bfz"
2,"Broodhunter Wurm","bfz"
1,"Murasa Ranger","bfz"
1,"Grove Rumbler","bfz"
2,"Territorial Baloth","bfz"
1,"Oran-Rief Hydra","bfz"
2,"Seek the Wilds","bfz"
2,"Sylvan Scrying","bfz"
1,"Reclaiming Vines","bfz"
1,"Nissa's Renewal","bfz"
1,"Rolling Thunder","bfz"
1,"Swell of Growth","bfz"
1,"Sure Strike","bfz"
1,"Natural Connection","bfz"
1,"Stonefury","bfz"
1,"Retreat to Kazandu","bfz"
1,"Retreat to Valakut","bfz"
1,"Blighted Woodland","bfz"
3,"Evolving Wilds","bfz"
2,"Fertile Thicket","bfz"
10,"Mountain","bfz"
10,"Forest","bfz"
