edition,name,count
"m13","Arbor Elf",4
"m13","Fog Bank",2
"dka","Strangleroot Geist",3
"avr","Borderland Ranger",3
"m13","Yeva, Nature's Herald",1
"dka","Dungeon Geists",1
"avr","Mist Raven",2
"m13","Thragtusk",1
"m13","Acidic Slime",2
"avr","Wolfir Silverheart",1
"avr","Deadeye Navigator",1
"m13","Sphinx of Uthuun",1
"gtc","Gruul Ragebeast",1
"m13","Farseek",4
"gtc","Ground Assault",2
"isd","Bramblecrush",1
"gtc","Urban Evolution",3
"gtc","Verdant Haven",4
"m13","Evolving Wilds",2
"gtc","Simic Guildgate",4
"rtr","Island",6
"rtr","Mountain",1
"rtr","Forest",10
