1,"Affa Guard Hound","roe"
1,"Alluring Siren","m10"
2,"Caravan Escort","roe"
1,"Glory Seeker","roe"
1,"Hedron-Field Purists","roe"
1,"Lone Missionary","roe"
2,"Makindi Griffin","roe"
1,"Soulbound Guardians","roe"
1,"Student of Warfare","roe"
1,"Venerated Teacher","roe"
1,"Wall of Frost","m10"
1,"See Beyond","roe"
1,"Sleep","m10"
1,"Angel's Mercy","m10"
1,"Fleeting Distraction","roe"
1,"Negate","m10"
1,"Unsummon","m10"
1,"Domestication","roe"
1,"Luminous Wake","roe"
2,"Narcolepsy","roe"
8,"Island","roe"
10,"Plains","roe"
