edition,name,count
"jou","Battlefield Thaumaturge",1
"m14","Young Pyromancer",3
"rtr","Guttersnipe",3
"m14","Chandra's Phoenix",1
"ths","Spellheart Chimera",4
"m14","Ogre Battledriver",1
"bng","Oracle of Bones",1
"dgm","Aetherling",1
"jou","Harness by Force",1
"rtr","Mizzium Mortars",1
"m14","Flames of the Firebrand",2
"bng","Divination",2
"ths","Anger of the Gods",1
"ths","Lightning Strike",4
"ths","Magma Jet",3
"bng","Searing Blood",2
"ths","Steam Augury",1
"bng","Fated Conflagration",1
"dgm","Turn // Burn",2
"dgm","Izzet Guildgate",4
"ths","Mountain",12
"ths","Island",9
