1,"Coastline Chimera","ths"
1,"Flitterstep Eidolon","bng"
2,"Floodtide Serpent","bng"
2,"Ghostblade Eidolon","bng"
2,"Great Hart","bng"
2,"Griffin Dreamfinder","bng"
2,"Heliod's Emissary","ths"
1,"Hopeful Eidolon","ths"
1,"Lagonna-Band Elder","ths"
2,"Nyxborn Shieldmate","bng"
2,"Nyxborn Triton","bng"
1,"Pillar of War","bng"
1,"Silent Sentinel","bng"
1,"Thassa's Emissary","ths"
2,"Traveling Philosopher","ths"
1,"Yoked Ox","ths"
1,"Divination","bng"
1,"Excoriate","bng"
1,"Vanquish the Foul","ths"
1,"Griptide","ths"
1,"Hold at Bay","bng"
1,"Eternity Snare","bng"
1,"Gift of Immortality","ths"
2,"Ordeal of Heliod","ths"
1,"Sunbond","bng"
10,"Island","ths"
16,"Plains","ths"
