edition,name,count
"ths","Tormented Hero",3
"rtr","Rakdos Cackler",4
"dgm","Blood Scrivener",1
"rtr","Pack Rat",1
"bng","Spiteful Returned",3
"rtr","Rakdos Shred-Freak",4
"ths","Mogis's Marauder",3
"m14","Xathrid Necromancer",2
"ths","Agent of the Fates",1
"bng","Herald of Torment",1
"gtc","Crypt Ghast",1
"ths","Erebos's Emissary",1
"rtr","Desecration Demon",1
"m14","Doom Blade",3
"rtr","Ultimate Price",2
"bng","Bile Blight",2
"ths","Hero's Downfall",1
"bng","Fated Return",1
"gtc","Gift of Orzhova",1
"ths","Swamp",24
