edition,name,count
"som","Copper Myr",2
"som","Iron Myr",2
"som","Sylvok Replica",2
"som","Vulshok Replica",3
"m11","Prodigal Pyromancer",1
"som","Vulshok Heartstoker",2
"m11","Cudgel Troll",1
"som","Molder Beast",2
"som","Barrage Ogre",2
"som","Acid Web Spider",1
"som","Flameborn Hellion",2
"som","Hoard-Smelter Dragon",1
"som","Arc Trail",2
"som","Turn to Slag",1
"m11","Fireball",1
"som","Shatter",2
"som","Untamed Might",2
"som","Horizon Spellbomb",1
"som","Panic Spellbomb",1
"som","Barbed Battlegear",1
"som","Viridian Revel",1
"som","Asceticism",1
"som","Mountain",12
"som","Forest",12
"som","Oxidda Scrapmelter",2
