2,"Charm Peddler","mmq"
3,"Ramosian Sergeant","mmq"
2,"Ramosian Lieutenant","mmq"
2,"Steadfast Guard","mmq"
2,"Devout Witness","mmq"
2,"Nightwind Glider","mmq"
2,"Task Force","mmq"
2,"Thermal Glider","mmq"
2,"Ramosian Captain","mmq"
2,"Ballista Squad","mmq"
2,"Pious Warrior","mmq"
1,"Cho-Manno, Revolutionary","mmq"
2,"Ramosian Commander","mmq"
2,"Jhovall Rider","mmq"
1,"Ramosian Sky Marshal","mmq"
2,"Disenchant","mmq"
2,"Cho-Manno's Blessing","mmq"
1,"Afterlife","mmq"
2,"Arrest","mmq"
1,"Moonlit Wake","mmq"
2,"Ramosian Rally","mmq"
1,"Fountain of Cho","mmq"
20,"Plains","mmq"
