1,"Crossbow Infantry","mmq"
1,"Sword Dancer","pcy"
1,"Defiant Vanguard","nem"
2,"Glittering Lion","pcy"
2,"Mine Bearer","pcy"
3,"Shield Dancer","pcy"
1,"Chieftain en-Dal","nem"
2,"Diving Griffin","pcy"
1,"Reveille Squad","pcy"
2,"Trap Runner","mmq"
1,"Mageta the Lion","pcy"
3,"Spiketail Hatchling","pcy"
2,"Waterfront Bouncer","mmq"
1,"Stronghold Machinist","nem"
3,"Ribbon Snake","pcy"
1,"Disenchant","mmq"
1,"Rhystic Shield","pcy"
1,"Seal of Cleansing","nem"
1,"Topple","nem"
1,"Rhystic Circle","pcy"
1,"Daze","nem"
1,"Rethink","pcy"
1,"Rhystic Study","pcy"
1,"Foil","pcy"
1,"Heightened Awareness","pcy"
14,"Plains","mmq"
10,"Island","mmq"
