edition,name,count
"m19","Meandering River",4
"gk1","Plains",10
"gk1","Island",10
"xln","Glacial Fortress",1
"grn","Healer's Hawk",2
"rix","Kitesail Corsair",3
"grn","Sunhome Stalwart",3
"rix","Warkite Marauder",1
"grn","Blade Instructor",2
"m19","Pegasus Courser",2
"xln","Territorial Hammerskull",2
"xln","Imperial Aerosaur",2
"ana","Serra Angel",2
"rix","Azor, the Lawbringer",1
"grn","Light of the Legion",1
"xln","Goring Ceratops",1
"rix","Nezahal, Primal Tide",1
"xln","Favorable Winds",3
"xln","One With the Wind",2
"dom","Seal Away",3
"m19","Disperse",3
"xln","Settle the Wreckage",1
