2,"Elvish Mystic","m15"
2,"Heir of the Wilds","ktk"
2,"Runeclaw Bear","m15"
1,"Icefeather Aven","ktk"
2,"Alpine Grizzly","ktk"
2,"Summit Prowler","ktk"
1,"Pine Walker","ktk"
1,"Thundering Giant","m15"
1,"Avalanche Tusker","ktk"
1,"Bear's Companion","ktk"
2,"Glacial Stalker","ktk"
1,"Tusked Colossodon","ktk"
2,"Snowhorn Rider","ktk"
2,"Woolly Loxodon","ktk"
2,"Savage Punch","ktk"
1,"Roar of Challenge","ktk"
1,"Stubborn Denial","ktk"
1,"Titanic Growth","m15"
1,"Force Away","ktk"
1,"Lightning Strike","m15"
1,"Temur Charm","ktk"
1,"Windstorm","ktk"
1,"Icy Blast","ktk"
2,"Temur Banner","ktk"
1,"Dragon Grip","ktk"
2,"Frontier Bivouac","ktk"
1,"Rugged Highlands","ktk"
1,"Swiftwater Cliffs","ktk"
1,"Thornwood Falls","ktk"
8,"Forest","ktk"
5,"Island","ktk"
7,"Mountain","ktk"
