2,"Disowned Ancestor","ktk"
3,"Ainok Bond-Kin","ktk"
1,"Sungrace Pegasus","m15"
2,"Child of Night","m15"
2,"Abzan Falconer","ktk"
2,"Tuskguard Captain","ktk"
1,"Abzan Battle Priest","ktk"
1,"High Sentinels of Arashin","ktk"
1,"Razorfoot Griffin","m15"
2,"Salt Road Patrol","ktk"
1,"Mer-Ek Nightblade","ktk"
2,"Longshot Squad","ktk"
1,"Armament Corps","ktk"
1,"Ivorytusk Fortress","ktk"
1,"Carnivorous Moss-Beast","m15"
1,"Hunt the Weak","m15"
1,"Incremental Growth","ktk"
2,"Kill Shot","ktk"
1,"Abzan Charm","ktk"
1,"Dragonscale Boon","ktk"
1,"Flesh to Dust","m15"
2,"Abzan Banner","ktk"
1,"Suspension Field","ktk"
1,"Eternal Thirst","m15"
1,"Blossoming Sands","ktk"
1,"Jungle Hollow","ktk"
2,"Sandsteppe Citadel","ktk"
1,"Scoured Barrens","ktk"
8,"Plains","ktk"
7,"Swamp","ktk"
6,"Forest","ktk"
